37.58857143, 22.63053279, 15.86790831, 13.05769231
41.21048951, 23.61279528, 18.4127027, 15.47256637
41.92, 25.39609375, 17.9571831, 16.14122807
41.42191781, 25.33238095, 18.49645777, 14.77107438
42.0489011, 26.05599315, 17.66459459, 16.772
46.67231638, 27.82239583, 20.04053333, 16.58130081
48.19044944, 28.88290598, 20.33341772, 17.77096774
49.64444444, 29.67728814, 21.46188119, 18.08333333
44.40748663, 28.55257903, 22.06059113, 18.4728
47.75654762, 28.23784247, 20.40025, 14.61755725
47.72601156, 29.42739496, 21.7739759, 18.40378788
50.48, 30.72166667, 24.93062201, 19.68814815
42.76358974, 26.38578352, 20.98762376, 16.75952381
47.30483871, 30.17133443, 22.27336562, 17.66614173
39.3483871, 22.85170732, 17.33044554, 13.63257576
24.93055556, 15.11318865, 10.62351421, 8.540186916
8.889005236, 5.637198795, 3.562150538, 2.846060606
